,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
31327,49,technician,divorced,tertiary,no,1807,yes,no,cellular,12,mar,229,1,-1,0,unknown
31328,53,services,divorced,secondary,no,0,no,no,cellular,12,mar,80,2,-1,0,unknown
31329,31,management,divorced,tertiary,no,71,no,no,cellular,12,mar,119,1,-1,0,unknown
31330,61,admin.,married,tertiary,no,1332,no,no,cellular,12,mar,156,1,-1,0,unknown
31331,37,management,single,tertiary,no,33,yes,no,cellular,12,mar,186,1,-1,0,unknown
31333,58,self-employed,married,tertiary,no,5810,no,no,cellular,12,mar,139,1,-1,0,unknown
31334,30,management,single,tertiary,no,3473,no,no,cellular,12,mar,1209,2,-1,0,unknown
31337,47,blue-collar,married,secondary,no,238,yes,yes,cellular,13,mar,3076,1,-1,0,unknown
31339,60,technician,married,secondary,no,1740,no,no,cellular,13,mar,296,2,-1,0,unknown
31348,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,16,mar,392,4,-1,0,unknown
31351,37,services,single,secondary,no,1045,no,no,cellular,17,mar,406,2,41,1,failure
31352,43,admin.,married,secondary,no,132,no,no,cellular,17,mar,220,1,-1,0,unknown
31354,46,admin.,married,secondary,no,974,no,no,cellular,17,mar,178,1,-1,0,unknown
31355,37,admin.,single,tertiary,no,1000,yes,no,cellular,17,mar,195,1,-1,0,unknown
31356,31,management,single,tertiary,no,115,no,no,cellular,17,mar,187,1,-1,0,unknown
31358,31,technician,married,secondary,no,180,no,no,cellular,17,mar,299,2,-1,0,unknown
31359,30,management,single,tertiary,no,201,yes,no,cellular,17,mar,325,2,-1,0,unknown
31364,30,management,married,tertiary,no,8089,yes,no,cellular,18,mar,232,2,294,2,failure
31366,32,admin.,single,tertiary,no,8866,no,no,cellular,18,mar,278,2,-1,0,unknown
31367,35,admin.,married,secondary,no,2,yes,no,cellular,18,mar,194,1,-1,0,unknown
31368,59,technician,married,secondary,no,259,no,no,cellular,18,mar,224,1,-1,0,unknown
31369,33,housemaid,single,tertiary,no,1107,yes,no,cellular,18,mar,201,1,-1,0,unknown
31370,41,services,single,secondary,no,-675,yes,yes,cellular,18,mar,147,4,-1,0,unknown
31371,59,admin.,married,secondary,no,3735,no,no,cellular,18,mar,203,4,121,2,failure
31372,37,management,single,tertiary,no,1730,no,no,cellular,19,mar,167,1,-1,0,unknown
31374,31,services,married,secondary,no,447,no,no,cellular,19,mar,220,3,-1,0,unknown
31377,32,management,married,tertiary,no,376,yes,no,cellular,23,mar,248,4,-1,0,unknown
31378,26,management,single,tertiary,no,2786,no,no,cellular,23,mar,415,1,-1,0,unknown
31380,53,technician,married,secondary,no,10185,no,no,cellular,23,mar,115,1,-1,0,unknown
31383,73,retired,married,tertiary,no,448,no,no,cellular,24,mar,136,1,-1,0,unknown
31386,34,unemployed,married,secondary,no,978,no,no,cellular,24,mar,132,1,-1,0,unknown
31392,46,management,divorced,tertiary,no,-130,yes,no,cellular,24,mar,144,2,-1,0,unknown
31393,76,retired,divorced,primary,no,3049,no,no,cellular,24,mar,170,3,-1,0,unknown
31394,46,management,married,tertiary,no,11385,no,no,cellular,24,mar,269,3,-1,0,unknown
31395,83,retired,divorced,primary,no,46,no,no,cellular,25,mar,115,1,-1,0,unknown
31396,40,management,married,tertiary,no,0,yes,no,cellular,25,mar,506,2,-1,0,unknown
31398,23,student,single,secondary,no,4126,no,no,cellular,25,mar,96,2,-1,0,unknown
31399,34,management,single,tertiary,no,212,no,no,cellular,25,mar,278,8,-1,0,unknown
31400,24,student,single,secondary,no,1250,no,no,cellular,25,mar,411,2,-1,0,unknown
31401,41,management,divorced,tertiary,no,25,yes,yes,cellular,26,mar,117,2,-1,0,unknown
31402,39,management,married,secondary,no,2981,no,no,cellular,26,mar,200,1,-1,0,unknown
31407,28,admin.,single,secondary,no,1277,no,no,cellular,26,mar,475,1,-1,0,unknown
31413,34,technician,married,secondary,no,390,yes,no,cellular,27,mar,95,2,231,2,failure
31414,77,retired,married,secondary,no,9601,no,no,telephone,27,mar,515,1,-1,0,unknown
31415,36,management,married,secondary,no,565,no,no,cellular,27,mar,300,1,-1,0,unknown
31416,58,management,married,tertiary,no,1384,yes,no,cellular,27,mar,342,1,-1,0,unknown
31418,32,self-employed,single,tertiary,no,658,yes,no,cellular,27,mar,283,1,-1,0,unknown
31419,38,admin.,married,tertiary,no,1988,no,no,cellular,27,mar,164,2,130,2,failure
31421,46,admin.,married,secondary,no,70,yes,no,cellular,27,mar,229,2,-1,0,unknown
31425,27,student,single,secondary,no,213,no,no,cellular,27,mar,378,1,-1,0,unknown
31429,46,admin.,married,secondary,no,-522,yes,no,cellular,27,mar,243,3,239,13,other
31431,59,retired,married,tertiary,no,9676,no,no,telephone,27,mar,234,2,-1,0,unknown
31432,19,student,single,primary,no,134,no,no,cellular,27,mar,271,2,-1,0,unknown
31433,25,management,single,tertiary,no,316,no,no,cellular,27,mar,347,2,-1,0,unknown
31434,23,management,single,tertiary,no,2143,no,no,cellular,30,mar,180,2,-1,0,unknown
31441,47,management,married,tertiary,no,3663,no,no,cellular,30,mar,364,3,-1,0,unknown
31443,22,admin.,single,secondary,no,114,no,no,cellular,30,mar,517,1,-1,0,unknown
31446,27,management,single,tertiary,no,831,no,no,cellular,30,mar,1081,2,-1,0,unknown
31447,73,retired,divorced,primary,no,2308,no,no,telephone,30,mar,163,2,-1,0,unknown
31452,41,management,married,tertiary,no,1468,yes,no,cellular,31,mar,237,3,-1,0,unknown
31453,30,admin.,single,tertiary,no,311,no,no,cellular,31,mar,158,2,-1,0,unknown
31460,26,admin.,single,secondary,no,274,no,no,cellular,1,apr,351,3,-1,0,unknown
31472,38,blue-collar,single,tertiary,no,172,yes,no,cellular,1,apr,1176,1,-1,0,unknown
31476,46,management,divorced,tertiary,no,507,yes,no,cellular,1,apr,1196,1,-1,0,unknown
31477,27,technician,single,tertiary,no,393,no,no,cellular,1,apr,165,2,-1,0,unknown
31482,63,self-employed,married,tertiary,no,-39,no,no,cellular,1,apr,387,2,-1,0,unknown
31492,19,student,single,unknown,no,779,no,no,cellular,1,apr,184,4,-1,0,unknown
31497,34,admin.,married,secondary,no,1474,no,no,cellular,2,apr,739,2,-1,0,unknown
31506,32,admin.,single,secondary,no,471,no,yes,cellular,2,apr,243,3,-1,0,unknown
31508,33,management,single,tertiary,no,3161,yes,no,cellular,2,apr,313,3,-1,0,unknown
31526,47,blue-collar,married,secondary,no,1612,yes,no,cellular,2,apr,1164,1,-1,0,unknown
31528,48,admin.,divorced,secondary,no,4099,no,no,cellular,2,apr,397,2,-1,0,unknown
31536,58,unknown,married,unknown,no,68,no,no,cellular,2,apr,268,1,-1,0,unknown
31556,50,management,married,tertiary,no,414,yes,no,cellular,3,apr,707,1,302,3,failure
31572,26,blue-collar,single,secondary,no,5005,no,yes,cellular,3,apr,117,1,-1,0,unknown
31575,39,blue-collar,married,secondary,no,1756,yes,no,cellular,3,apr,939,1,-1,0,unknown
31588,55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,3,apr,296,1,270,3,failure
31604,41,self-employed,married,secondary,no,3123,yes,no,cellular,3,apr,1203,2,135,2,failure
31616,54,entrepreneur,divorced,unknown,no,4736,yes,no,telephone,6,apr,475,6,307,5,failure
31626,33,technician,single,tertiary,no,127,yes,no,cellular,6,apr,583,2,222,17,failure
31630,42,management,single,tertiary,no,11891,no,no,cellular,6,apr,158,1,-1,0,unknown
31639,50,blue-collar,married,primary,no,4979,no,no,telephone,6,apr,180,1,-1,0,unknown
31650,40,management,married,secondary,no,754,no,yes,cellular,6,apr,635,1,-1,0,unknown
31656,36,self-employed,married,secondary,no,1184,yes,no,cellular,6,apr,1063,1,-1,0,unknown
31660,37,admin.,married,secondary,no,1207,yes,no,telephone,6,apr,1353,2,138,2,success
31661,44,blue-collar,single,secondary,no,712,yes,yes,cellular,6,apr,740,3,-1,0,unknown
31662,37,technician,single,tertiary,no,3943,no,no,cellular,6,apr,1138,2,138,1,failure
31672,30,blue-collar,single,tertiary,no,297,no,no,cellular,7,apr,465,4,-1,0,unknown
31677,26,self-employed,single,secondary,no,3676,no,no,cellular,7,apr,148,1,-1,0,unknown
31702,47,unemployed,married,secondary,no,817,no,no,cellular,7,apr,721,4,-1,0,unknown
31712,46,blue-collar,single,tertiary,no,283,no,no,cellular,7,apr,299,1,-1,0,unknown
31738,25,admin.,single,secondary,no,82,no,yes,cellular,7,apr,104,2,-1,0,unknown
31746,51,blue-collar,married,secondary,no,4787,yes,no,cellular,7,apr,895,1,-1,0,unknown
31758,56,technician,married,secondary,no,2847,no,no,cellular,8,apr,327,1,-1,0,unknown
31764,36,blue-collar,single,secondary,no,1822,yes,no,cellular,8,apr,952,1,323,1,other
31765,35,technician,single,secondary,no,16,yes,no,cellular,8,apr,903,1,-1,0,unknown
31771,65,retired,married,secondary,no,20806,no,no,telephone,8,apr,523,2,-1,0,unknown
31780,54,unemployed,married,secondary,no,377,no,no,cellular,8,apr,1134,1,-1,0,unknown
31784,48,management,married,secondary,no,4415,yes,no,cellular,8,apr,1032,3,141,7,failure
31789,32,technician,married,secondary,no,303,yes,no,cellular,8,apr,150,1,267,4,failure
31790,60,admin.,divorced,secondary,no,12039,no,no,telephone,8,apr,236,1,-1,0,unknown
31799,67,retired,married,secondary,no,1443,no,no,cellular,8,apr,245,1,-1,0,unknown
31802,27,technician,single,tertiary,no,4661,no,no,cellular,8,apr,114,1,-1,0,unknown
31807,32,management,single,tertiary,no,1781,no,no,cellular,8,apr,321,1,-1,0,unknown
31811,26,admin.,married,secondary,no,3415,no,no,cellular,8,apr,209,1,-1,0,unknown
31819,33,management,single,tertiary,no,318,yes,no,cellular,8,apr,1190,1,141,3,other
31831,21,student,single,primary,no,423,no,no,cellular,8,apr,104,5,-1,0,unknown
31834,30,technician,single,secondary,no,2544,no,no,cellular,8,apr,108,2,-1,0,unknown
31837,27,student,single,secondary,no,2614,no,no,cellular,8,apr,143,2,-1,0,unknown
31839,30,services,single,secondary,no,1268,yes,no,cellular,8,apr,105,4,320,8,other
31840,36,blue-collar,married,secondary,no,536,yes,no,cellular,8,apr,274,3,-1,0,unknown
31843,31,management,single,secondary,no,1088,yes,no,cellular,8,apr,575,2,-1,0,unknown
31846,27,admin.,married,secondary,no,1293,yes,no,cellular,8,apr,1665,3,-1,0,unknown
31849,29,management,single,tertiary,no,1377,no,no,cellular,8,apr,548,2,-1,0,unknown
31850,38,blue-collar,single,secondary,no,2580,yes,no,cellular,8,apr,1691,2,264,3,failure
31852,23,admin.,single,tertiary,no,314,no,yes,cellular,8,apr,142,4,-1,0,unknown
31856,38,technician,married,tertiary,no,206,no,no,cellular,8,apr,350,2,-1,0,unknown
31868,30,technician,single,secondary,no,3286,yes,no,cellular,9,apr,743,1,-1,0,unknown
31871,41,services,married,secondary,no,803,yes,no,cellular,9,apr,592,4,316,3,failure
31875,55,admin.,married,unknown,no,2038,no,no,cellular,9,apr,394,1,-1,0,unknown
31877,33,technician,single,secondary,no,719,yes,no,cellular,9,apr,448,2,316,6,failure
31886,53,admin.,single,secondary,no,2892,no,no,cellular,9,apr,527,3,-1,0,unknown
31903,35,admin.,married,secondary,no,898,yes,no,cellular,9,apr,214,1,-1,0,unknown
31905,42,entrepreneur,married,secondary,no,0,yes,no,cellular,9,apr,331,1,140,4,failure
31914,29,admin.,married,tertiary,no,332,no,no,cellular,9,apr,179,1,-1,0,unknown
31919,68,retired,divorced,primary,no,695,no,no,cellular,9,apr,233,1,-1,0,unknown
31920,20,student,single,secondary,no,1819,no,no,cellular,9,apr,245,3,-1,0,unknown
31924,30,management,single,tertiary,no,2544,no,no,cellular,9,apr,152,2,-1,0,unknown
31934,32,blue-collar,married,secondary,no,759,yes,no,cellular,9,apr,317,5,-1,0,unknown
31939,28,management,divorced,tertiary,no,229,yes,no,cellular,9,apr,1042,2,315,2,other
31955,45,blue-collar,married,secondary,no,96,yes,no,cellular,13,apr,348,3,256,2,failure
31960,29,technician,single,secondary,no,110,yes,no,cellular,13,apr,1036,1,-1,0,unknown
31962,31,blue-collar,married,secondary,no,1406,yes,yes,cellular,13,apr,1091,2,-1,0,unknown
31964,39,services,divorced,secondary,no,0,yes,no,cellular,13,apr,1006,2,-1,0,unknown
31985,42,blue-collar,married,primary,no,2103,yes,no,cellular,13,apr,384,2,-1,0,unknown
31987,35,management,single,tertiary,no,1599,yes,yes,cellular,13,apr,407,1,-1,0,unknown
31988,34,technician,single,tertiary,no,925,yes,no,cellular,13,apr,709,1,-1,0,unknown
31996,26,management,single,tertiary,no,-3,no,no,cellular,13,apr,1022,2,-1,0,unknown
32000,29,services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown
32005,44,self-employed,single,tertiary,no,1367,yes,no,cellular,13,apr,1232,3,146,1,other
32023,34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown
32027,36,technician,married,secondary,no,15485,no,no,cellular,14,apr,461,1,-1,0,unknown
32028,33,management,married,tertiary,no,0,yes,no,cellular,14,apr,535,3,328,1,failure
32035,34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,-1,0,unknown
32037,33,admin.,single,secondary,no,572,yes,no,cellular,14,apr,344,1,74,2,failure
32038,22,student,single,secondary,no,107,no,no,cellular,14,apr,125,1,-1,0,unknown
32039,32,technician,married,secondary,no,765,yes,yes,cellular,14,apr,850,2,-1,0,unknown
32046,36,services,single,secondary,no,-253,yes,no,cellular,14,apr,1073,1,-1,0,unknown
32050,44,admin.,divorced,secondary,no,0,no,no,cellular,14,apr,1594,1,148,1,failure
32051,65,retired,married,secondary,no,2,no,no,cellular,14,apr,450,1,-1,0,unknown
32055,62,retired,married,primary,no,1084,no,no,cellular,14,apr,505,1,-1,0,unknown
32058,61,self-employed,divorced,tertiary,no,6,yes,no,cellular,14,apr,133,2,-1,0,unknown
32059,40,technician,single,tertiary,no,1175,no,no,cellular,14,apr,184,1,-1,0,unknown
32060,41,housemaid,married,primary,no,0,no,no,cellular,14,apr,168,1,-1,0,unknown
32065,24,management,married,unknown,no,448,no,no,cellular,14,apr,324,1,-1,0,unknown
32068,77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,161,1,-1,0,unknown
32069,62,housemaid,married,tertiary,no,1528,no,no,cellular,14,apr,496,1,-1,0,unknown
32072,30,unemployed,married,tertiary,no,330,no,no,cellular,14,apr,111,1,-1,0,unknown
32076,29,admin.,single,secondary,no,731,no,no,cellular,14,apr,107,3,-1,0,unknown
32080,36,management,married,tertiary,no,926,no,no,cellular,14,apr,216,1,-1,0,unknown
32088,29,unemployed,single,secondary,no,25,no,no,cellular,14,apr,207,2,-1,0,unknown
32089,78,unknown,married,unknown,no,2235,no,no,telephone,14,apr,300,3,-1,0,unknown
32099,65,management,married,secondary,no,587,no,no,cellular,15,apr,223,2,-1,0,unknown
32106,43,services,married,primary,no,2557,yes,no,telephone,15,apr,165,2,327,3,failure
32110,70,retired,divorced,primary,no,275,no,no,cellular,15,apr,82,1,-1,0,unknown
32111,32,services,married,secondary,no,1129,yes,no,cellular,15,apr,903,2,341,2,failure
32112,46,technician,married,secondary,no,2149,yes,no,cellular,15,apr,282,2,-1,0,unknown
32114,33,management,single,tertiary,no,1271,yes,no,cellular,15,apr,636,3,330,1,failure
32117,33,management,married,secondary,no,336,no,no,cellular,15,apr,179,3,-1,0,unknown
32141,33,admin.,married,secondary,no,855,no,no,cellular,15,apr,110,1,-1,0,unknown
32144,57,services,married,primary,no,491,yes,no,cellular,15,apr,1217,3,-1,0,unknown
32146,62,blue-collar,married,secondary,no,180,no,no,cellular,15,apr,389,2,-1,0,unknown
32148,32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,-1,0,unknown
32152,39,blue-collar,single,secondary,no,649,yes,no,cellular,15,apr,668,1,-1,0,unknown
32155,41,blue-collar,married,secondary,no,2689,yes,no,cellular,15,apr,135,1,-1,0,unknown
32160,76,housemaid,divorced,primary,no,1411,no,no,telephone,15,apr,170,3,-1,0,unknown
32161,36,admin.,single,secondary,no,11174,yes,no,cellular,15,apr,953,1,-1,0,unknown
32167,27,technician,single,secondary,no,439,yes,no,cellular,15,apr,1038,2,-1,0,unknown
32179,38,management,single,tertiary,no,6158,yes,no,cellular,15,apr,139,5,145,9,failure
32192,56,blue-collar,married,primary,no,3498,no,no,cellular,15,apr,264,2,-1,0,unknown
32194,51,unemployed,married,tertiary,no,1801,no,no,cellular,16,apr,838,3,-1,0,unknown
32195,39,management,married,tertiary,no,937,no,no,cellular,16,apr,144,4,-1,0,unknown
32196,35,management,divorced,tertiary,no,26,no,no,cellular,16,apr,78,2,-1,0,unknown
32199,32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,272,1,other
32200,51,housemaid,married,unknown,no,2337,yes,no,cellular,16,apr,251,2,266,3,other
32202,37,technician,married,secondary,no,1762,no,no,cellular,16,apr,334,2,-1,0,unknown
32246,52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,16,apr,583,1,147,1,success
32265,20,blue-collar,single,secondary,no,423,yes,no,cellular,16,apr,498,1,-1,0,unknown
32273,35,technician,married,secondary,no,545,yes,no,cellular,16,apr,1579,1,234,4,failure
32276,47,admin.,married,secondary,no,3480,no,no,cellular,16,apr,443,1,-1,0,unknown
32281,31,technician,married,secondary,no,183,no,no,cellular,16,apr,495,1,-1,0,unknown
32288,25,management,single,tertiary,no,3,yes,yes,cellular,16,apr,1034,1,-1,0,unknown
32296,49,services,married,secondary,no,2416,yes,no,cellular,16,apr,1366,1,-1,0,unknown
32305,30,management,single,tertiary,no,424,no,no,cellular,16,apr,298,4,-1,0,unknown
32309,35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174,1,345,4,other
32312,44,management,married,primary,no,294,no,no,cellular,16,apr,165,3,-1,0,unknown
32324,42,blue-collar,married,secondary,no,1598,yes,yes,cellular,16,apr,1463,2,-1,0,unknown
32338,29,management,single,tertiary,no,268,no,no,cellular,16,apr,667,1,-1,0,unknown
32349,42,technician,divorced,secondary,no,214,no,no,cellular,16,apr,127,1,-1,0,unknown
32357,43,management,married,tertiary,no,240,yes,no,cellular,16,apr,453,1,-1,0,unknown
32364,36,technician,single,secondary,no,2511,yes,no,cellular,16,apr,700,5,-1,0,unknown
32388,36,technician,married,tertiary,no,4596,yes,no,cellular,16,apr,901,2,-1,0,unknown
32391,32,services,married,secondary,no,1273,yes,no,cellular,16,apr,1365,2,328,1,failure
32424,54,technician,married,secondary,no,3994,no,yes,cellular,16,apr,299,2,-1,0,unknown
32433,50,management,married,tertiary,no,469,no,no,cellular,16,apr,161,1,-1,0,unknown
32462,32,technician,single,tertiary,no,932,yes,no,cellular,16,apr,944,1,318,1,failure
32463,28,student,single,tertiary,no,844,no,no,cellular,16,apr,551,2,-1,0,unknown
32471,40,services,divorced,primary,no,471,yes,no,cellular,16,apr,1156,1,345,2,failure
32505,56,retired,married,secondary,no,3738,yes,no,cellular,17,apr,156,1,305,6,other
32553,34,admin.,single,secondary,no,63,yes,no,cellular,17,apr,678,1,-1,0,unknown
32557,52,retired,divorced,primary,no,-779,yes,yes,cellular,17,apr,709,1,-1,0,unknown
32567,35,blue-collar,married,secondary,no,293,yes,no,cellular,17,apr,1017,1,325,1,other
32585,32,management,divorced,tertiary,no,294,yes,no,cellular,17,apr,1095,1,274,5,success
32589,60,management,married,tertiary,no,13546,no,no,cellular,17,apr,452,3,-1,0,unknown
32603,34,blue-collar,married,primary,no,329,yes,no,cellular,17,apr,952,1,343,1,failure
32654,30,blue-collar,married,secondary,no,5,no,no,cellular,17,apr,840,3,-1,0,unknown
32662,29,blue-collar,married,secondary,no,580,yes,yes,cellular,17,apr,1311,2,-1,0,unknown
32679,31,technician,single,tertiary,no,985,yes,no,cellular,17,apr,997,1,57,2,failure
32687,32,blue-collar,married,secondary,no,225,yes,no,cellular,17,apr,574,1,150,1,failure
32698,30,admin.,single,secondary,no,69,yes,no,cellular,17,apr,997,1,-1,0,unknown
32713,39,self-employed,married,tertiary,no,-3058,yes,yes,cellular,17,apr,882,3,-1,0,unknown
32727,33,blue-collar,married,primary,no,5,yes,no,cellular,17,apr,1007,2,-1,0,unknown
32728,40,services,single,secondary,no,224,yes,no,cellular,17,apr,875,2,-1,0,unknown
32734,38,management,married,tertiary,no,165,yes,no,cellular,17,apr,526,1,260,2,other
32736,35,management,single,tertiary,no,397,yes,no,cellular,17,apr,594,1,-1,0,unknown
32759,37,blue-collar,married,primary,no,3154,yes,no,cellular,17,apr,404,1,305,3,failure
